Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Location
450289,HARRIS HEALTH SYSTEM,2525 HOLLY HALL,HOUSTON,TX,77054,HARRIS,7135666417,Acute Care Hospitals,Government - Local,true,"2525 HOLLY HALL
HOUSTON, TX 77054
(29.685371, -95.390939)"
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,850 ED HALL,KAUFMAN,TX,75142,KAUFMAN,9729327200,Acute Care Hospitals,Voluntary non-profit - Private,true,"850 ED HALL
KAUFMAN, TX 75142
(32.591119, -96.315984)"
450293,FRIO REGIONAL HOSPITAL,200 S IH 35,PEARSALL,TX,78061,FRIO,8303343617,Acute Care Hospitals,Government - Hospital District or Authority,true,"200 S IH 35
PEARSALL, TX 78061
(28.896252, -99.116212)"
450299,COLLEGE STATION MEDICAL CENTER,1604 ROCK PRAIRIE ROAD,COLLEGE STATION,TX,77842,BRAZOS,9797645151,Acute Care Hospitals,Proprietary,true,"1604 ROCK PRAIRIE ROAD
COLLEGE STATION, TX 77842
(30.582626, -96.291014)"
450306,STAMFORD MEMORIAL HOSPITAL,1601 COLUMBIA STREET,STAMFORD,TX,79553,JONES,3257732725,Acute Care Hospitals,Government - Hospital District or Authority,true,"1601 COLUMBIA STREET
STAMFORD, TX 79553
(32.92799, -99.78501)"
450324,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,DENISON,TX,75020,GRAYSON,9034164000,Acute Care Hospitals,Proprietary,true,"5016 S US HIGHWAY 75
DENISON, TX 75020
(33.568811, -96.603059)"
450330,OAKBEND MEDICAL CENTER,1705 JACKSON ST,RICHMOND,TX,77469,FORT BEND,2813413000,Acute Care Hospitals,Government - Hospital District or Authority,true,"1705 JACKSON ST
RICHMOND, TX 77469
(29.5778, -95.771213)"
450340,SAN ANGELO COMMUNITY MEDICAL CENTER,3501 KNICKERBOCKER ROAD,SAN ANGELO,TX,76904,TOM GREEN,3259499511,Acute Care Hospitals,Proprietary,true,"3501 KNICKERBOCKER ROAD
SAN ANGELO, TX 76904
(31.422315, -100.467158)"
450346,BAPTIST BEAUMONT HOSPITAL,3080 COLLEGE STREET,BEAUMONT,TX,77701,JEFFERSON,4092125012,Acute Care Hospitals,Voluntary non-profit - Private,true,"3080 COLLEGE STREET
BEAUMONT, TX 77701
(30.068484, -94.119621)"
450347,HUNTSVILLE MEMORIAL HOSPITAL,110 MEMORIAL HOSPITAL DRIVE,HUNTSVILLE,TX,77340,WALKER,9362913411,Acute Care Hospitals,Voluntary non-profit - Private,true,"110 MEMORIAL HOSPITAL DRIVE
HUNTSVILLE, TX 77340
(30.69849, -95.55799)"
450348,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,MARLIN,TX,76661,FALLS,2548033561,Acute Care Hospitals,Voluntary non-profit - Private,true,"322 COLEMAN STREET
MARLIN, TX 76661
(31.307469, -96.894747)"
